"","time","GNSS_ID","SV_ID","C","C_std","L","L_std","D","D_std","S","NLOS"
"16974",126867.299999968,"Glonass",21,22482419.2774337,40.96,120308008.840924,0.06,4664.141,16.384,21,1
"16975",126867.299999968,"Glonass",19,20887669.4548861,10.24,111734994.538875,0.06,-2443.143,4.096,39,0
"16976",126867.299999968,"GPS",14,22582947.6294903,2.56,118674200.050973,0.008,1450.835,0.512,46,0
"16977",126867.299999968,"Glonass",11,20887430.5396427,2.56,111616103.219882,0.008,3313.525,0.512,45,0
"16978",126867.299999968,"GPS",6,22800237.396143,20.48,119816056.02271,0.06,962.1257,8.192,37,1
"16979",126867.299999968,"Glonass",9,21769175.0784669,20.48,116082797.896261,0.06,-3026.318,8.192,29,1
"16980",126867.299999968,"GPS",24,21362493.1995369,1.28,112260653.307748,0.008,-2290.936,0.512,47,0
"16981",126867.299999968,"GPS",2,23356884.6315052,20.48,122741257.071987,0.06,2796.924,8.192,39,1
"16982",126867.299999968,"GPS",25,21137453.5730583,5.12,111078067.23143,0.016,2447.457,1.024,41,0
"16983",126867.499999968,"GPS",12,19827466.6783775,0.32,104194041.975188,0.004,108.3047,0.128,51,0
"16984",126867.499999968,"Glonass",20,19694954.1412049,2.56,105317790.918934,0.012,2041.147,1.024,36,0
"16985",126867.499999968,"GPS",19,22758321.7462795,10.24,119595787.933974,0.028,-2922.462,4.096,41,1
"16986",126867.499999968,"GPS",32,22209547.1068497,1.28,116711972.506168,0.008,483.3059,0.512,48,0
"16987",126867.499999968,"Glonass",1,22783431.2664025,20.48,121790518.628536,0.06,-2506.494,8.192,33,1
"16988",126867.499999968,"Glonass",10,19092046.7000064,0.32,101771394.676988,0.004,-45.6897,0.128,47,0
"16989",126867.499999968,"Glonass",21,22482244.2997379,20.48,120307073.295407,0.06,4747.115,8.192,21,1
"16990",126867.499999968,"Glonass",19,20887760.9856407,10.24,111735484.514504,0.06,-2434.375,4.096,40,0
"16991",126867.499999968,"GPS",14,22582894.4848522,1.28,118673909.923494,0.008,1450.783,0.512,47,0
"16992",126867.499999968,"Glonass",11,20887307.3978186,2.56,111615440.448505,0.008,3313.928,0.512,45,0
"16993",126867.499999968,"GPS",6,22800211.3604182,20.48,119815918.89071,0.06,962.1731,8.192,35,1
"16994",126867.499999968,"Glonass",9,21769288.1166149,20.48,116083400.775676,0.06,-3026.611,16.384,29,1
"16995",126867.499999968,"GPS",24,21362580.6905661,1.28,112261111.608539,0.008,-2291.207,0.512,46,0
"16996",126867.499999968,"GPS",2,23356776.2874658,20.48,122740687.772593,0.06,2790.967,8.192,35,1
"16997",126867.499999968,"GPS",25,21137360.4063458,2.56,111077577.706358,0.016,2448.308,1.024,43,0
"16998",126867.699999968,"GPS",12,19827462.6037516,0.32,104194020.536716,0.004,106.6279,0.128,51,0
"16999",126867.699999968,"Glonass",20,19694877.3035336,2.56,105317382.873886,0.012,2039.316,1.024,36,0
"17000",126867.699999968,"GPS",19,22758436.3636722,10.24,119596389.379364,0.028,-2919.059,4.096,40,0
"17001",126867.699999968,"GPS",32,22209528.8888223,1.28,116711876.014082,0.008,483.4861,0.512,48,0
"17002",126867.699999968,"Glonass",1,22783524.7166811,20.48,121791018.105501,0.06,-2510.547,8.192,29,1
"17003",126867.699999968,"Glonass",10,19092048.3708647,0.32,101771403.98935,0.004,-46.80518,0.128,47,0
"17004",126867.699999968,"Glonass",21,22482065.4829942,20.48,120306115.527047,0.06,4720.063,8.192,29,1
"17005",126867.699999968,"Glonass",19,20887853.458707,10.24,111735978.713739,0.028,-2437.927,4.096,37,0
"17006",126867.699999968,"GPS",14,22582838.1162864,1.28,118673619.775922,0.004,1450.627,0.256,47,0
"17007",126867.699999968,"Glonass",11,20887184.1425682,1.28,111614777.673487,0.008,3313.739,0.512,45,0
"17008",126867.699999968,"GPS",6,22800183.8894129,20.48,119815774.060301,0.06,972.1716,8.192,30,1
"17009",126867.699999968,"GPS",24,21362667.8500411,1.28,112261569.985647,0.008,-2291.906,0.512,47,0
"17010",126867.699999968,"GPS",2,23356673.3704442,20.48,122740146.063143,0.06,2772.656,8.192,35,1
"17011",126867.699999968,"GPS",25,21137267.3574222,2.56,111077088.188525,0.012,2448.007,1.024,43,0
"17012",126867.899999968,"GPS",12,19827458.4375121,0.32,104193999.064962,0.004,107.0676,0.128,51,0
"17013",126867.899999968,"Glonass",20,19694801.0329944,2.56,105316974.837934,0.012,2040.593,1.024,36,0
"17014",126867.899999968,"GPS",19,22758544.8996639,5.12,119596973.959495,0.024,-2924.952,2.048,47,0
"17015",126867.899999968,"GPS",32,22209509.1657137,1.28,116711779.589971,0.008,481.3308,0.512,47,0
"17016",126867.899999968,"Glonass",1,22783618.1233341,20.48,121791517.090663,0.06,-2514.795,8.192,33,1
"17017",126867.899999968,"Glonass",10,19092050.1376992,0.32,101771413.336185,0.004,-47.06982,0.128,47,0
"17018",126867.899999968,"Glonass",21,22481889.0133047,20.48,120305171.874399,0.06,4720.548,8.192,30,1
"17019",126867.899999968,"Glonass",19,20887942.7907342,10.24,111736456.56919,0.06,-2434.912,4.096,37,0
"17020",126867.899999968,"GPS",14,22582782.1098125,1.28,118673329.585765,0.004,1450.873,0.256,47,0
"17021",126867.899999968,"Glonass",11,20887058.985244,1.28,111614114.923731,0.008,3313.897,0.512,44,0
"17022",126867.899999968,"GPS",6,22800144.312319,10.24,119815566.312688,0.06,962.3508,4.096,30,1
"17023",126867.899999968,"Glonass",9,21769519.0876969,20.48,116084632.023159,0.06,-3059.194,8.192,29,1
"17024",126867.899999968,"GPS",24,21362755.0007911,1.28,112262028.324586,0.008,-2290.692,0.512,47,0
"17025",126867.899999968,"GPS",2,23356570.7544387,20.48,122739607.184461,0.06,2768.701,8.192,35,1
"17026",126867.899999968,"GPS",25,21137174.3172238,2.56,111076598.616552,0.012,2447.568,1.024,45,0
"17027",126868.099999968,"GPS",12,19827454.336711,0.32,104193977.608671,0.004,107.0789,0.128,51,0
"17028",126868.099999968,"Glonass",20,19694728.025646,2.56,105316566.797349,0.012,2040.135,1.024,34,0
"17029",126868.099999968,"Glonass",2,22642676.2653076,20.48,120825658.76058,0.06,1062.651,8.192,27,1
"17030",126868.099999968,"GPS",19,22758658.9019364,5.12,119597558.563275,0.024,-2923.986,2.048,41,0
"17031",126868.099999968,"GPS",32,22209491.754759,1.28,116711683.042369,0.008,483,0.512,47,0
"17032",126868.099999968,"Glonass",1,22783712.1930954,20.48,121792020.423096,0.06,-2503.174,8.192,36,1
"17033",126868.099999968,"Glonass",10,19092051.8870836,0.32,101771422.686379,0.004,-47.27612,0.128,47,0
"17034",126868.099999968,"Glonass",21,22481712.9362452,20.48,120304229.606372,0.06,4721.705,8.192,30,1
"17035",126868.099999968,"Glonass",19,20888032.4717657,20.48,111736936.091915,0.06,-2439.551,8.192,37,0
"17036",126868.099999968,"GPS",14,22582726.8973236,1.28,118673039.499264,0.008,1451.069,0.512,46,0
"17037",126868.099999968,"Glonass",11,20886935.2762879,1.28,111613452.183164,0.008,3313.647,0.512,45,0
"17038",126868.099999968,"GPS",6,22800113.4428839,10.24,119815404.344996,0.06,965.4489,4.096,34,1
"17039",126868.099999968,"Glonass",9,21769635.9387174,20.48,116085255.580941,0.06,-3057.181,8.192,29,1
"17040",126868.099999968,"GPS",24,21362842.7622986,1.28,112262486.668086,0.008,-2291.602,0.512,48,0
"17041",126868.099999968,"GPS",25,21137080.2081995,2.56,111076109.049112,0.012,2448.469,1.024,39,0
"17042",126868.299999968,"GPS",12,19827450.0832204,0.32,104193956.217183,0.004,107.3816,0.128,51,0
"17043",126868.299999968,"Glonass",20,19694650.010085,2.56,105316158.83376,0.012,2040.309,1.024,34,0
"17044",126868.299999968,"GPS",19,22758766.6919314,5.12,119598143.534187,0.02,-2925.445,2.048,38,0
"17045",126868.299999968,"GPS",32,22209472.2715909,1.28,116711586.693303,0.008,482.3081,0.512,48,0
"17046",126868.299999968,"Glonass",1,22783811.8818268,20.48,121792552.377889,0.06,-2499.072,8.192,28,1
"17047",126868.299999968,"Glonass",10,19092053.6888186,0.32,101771432.102225,0.004,-46.84082,0.128,47,0
"17048",126868.299999968,"Glonass",21,22481536.7457592,20.48,120303287.103056,0.06,4752.895,8.192,29,1
"17049",126868.299999968,"Glonass",19,20888119.0292083,10.24,111737400.008776,0.06,-2437.061,4.096,40,0
"17050",126868.299999968,"GPS",14,22582673.2858921,1.28,118672749.483167,0.008,1449.738,0.512,46,0
"17051",126868.299999968,"Glonass",11,20886809.2290026,1.28,111612789.512026,0.008,3312.872,0.512,44,0
"17052",126868.299999968,"GPS",6,22800072.8056893,10.24,119815190.606318,0.06,968.6035,4.096,37,1
"17053",126868.299999968,"Glonass",9,21769749.1600927,20.48,116085859.505549,0.06,-3070.095,16.384,28,1
"17054",126868.299999968,"GPS",24,21362930.0919133,1.28,112262945.035023,0.008,-2290.597,0.512,47,0
"17055",126868.299999968,"GPS",25,21136985.8025215,2.56,111075619.490214,0.012,2446.253,1.024,40,0
"17056",126868.499999968,"GPS",12,19827445.8995307,0.32,104193934.796986,0.004,106.8123,0.128,51,0
"17057",126868.499999968,"Glonass",20,19694571.6106192,2.56,105315750.866054,0.012,2038.967,1.024,36,0
"17058",126868.499999968,"Glonass",2,22642595.1479704,20.48,120825226.093903,0.06,1050.043,8.192,28,1
"17059",126868.499999968,"GPS",19,22758877.9021691,5.12,119598710.152375,0.06,-2928.396,2.048,33,1
"17060",126868.499999968,"GPS",32,22209453.9226869,1.28,116711490.260459,0.008,481.539,0.512,48,0
"17061",126868.499999968,"Glonass",1,22783910.916175,10.24,121793082.576496,0.028,-2501.255,4.096,38,0
"17062",126868.499999968,"Glonass",10,19092055.4294778,0.32,101771441.538757,0.004,-48.02783,0.128,46,0
"17063",126868.499999968,"Glonass",21,22481356.8732773,20.48,120302323.997672,0.06,4781.996,8.192,29,1
"17064",126868.499999968,"Glonass",19,20888210.6210386,10.24,111737889.805236,0.024,-2438.013,4.096,40,0
"17065",126868.499999968,"GPS",14,22582617.5062711,2.56,118672459.477003,0.008,1449.198,0.512,46,0
"17066",126868.499999968,"Glonass",11,20886685.79925,1.28,111612126.810623,0.008,3313.69,0.512,46,0
"17067",126868.499999968,"GPS",6,22800026.6367757,10.24,119814948.007512,0.06,945.7031,4.096,36,1
"17068",126868.499999968,"GPS",24,21363017.3168267,1.28,112263403.386801,0.008,-2291.77,0.512,47,1
"17069",126868.499999968,"GPS",25,21136891.9421629,2.56,111075129.87992,0.012,2447.902,1.024,43,0
"17070",126868.699999968,"GPS",12,19827441.7769167,0.32,104193913.435505,0.004,107.0039,0.128,51,0
"17071",126868.699999968,"Glonass",20,19694494.7642229,2.56,105315342.805018,0.012,2040.186,1.024,36,0
"17072",126868.699999968,"GPS",19,22758993.143407,5.12,119599315.993473,0.028,-2929.047,2.048,36,1
"17073",126868.699999968,"GPS",32,22209439.5480701,1.28,116711393.934611,0.008,481.1208,0.512,49,0
"17074",126868.699999968,"Glonass",1,22784021.8079462,10.24,121793582.464377,0.032,-2497.69,4.096,38,0
"17075",126868.699999968,"Glonass",10,19092057.1352366,0.32,101771450.980686,0.004,-47.57373,0.128,46,0
"17076",126868.699999968,"Glonass",21,22481179.2867739,40.96,120301373.830592,0.06,4730.54,16.384,28,1
"17077",126868.699999968,"Glonass",19,20888300.9390031,10.24,111738377.584638,0.024,-2439.82,4.096,38,0
"17078",126868.699999968,"GPS",14,22582561.9578655,1.28,118672169.457844,0.008,1449.906,0.512,46,0
"17079",126868.699999968,"Glonass",11,20886563.6346381,1.28,111611464.235443,0.008,3312.073,0.512,44,0
"17080",126868.699999968,"GPS",6,22799992.3209225,10.24,119814767.606111,0.06,952.1113,4.096,28,1
"17081",126868.699999968,"GPS",24,21363103.7259424,1.28,112263861.679195,0.008,-2292.152,0.512,45,1
"17082",126868.699999968,"GPS",25,21136798.8234385,2.56,111074640.284272,0.012,2447.633,1.024,42,0
"17083",126868.899999968,"GPS",12,19827437.9204186,0.32,104193892.096027,0.004,106.8225,0.128,52,0
"17084",126868.899999968,"Glonass",20,19694421.7306991,2.56,105314934.87557,0.012,2040.173,1.024,36,0
"17085",126868.899999968,"Glonass",2,22642510.6103906,20.48,120824775.061963,0.06,1043.884,8.192,34,1
"17086",126868.899999968,"GPS",32,22209422.0367766,1.28,116711297.625702,0.008,480.4695,0.512,50,0
"17087",126868.899999968,"Glonass",1,22784124.1578358,10.24,121794222.319547,0.06,-2494.382,4.096,32,0
"17088",126868.899999968,"Glonass",10,19092058.9195213,0.32,101771460.476717,0.004,-47.32471,0.128,47,0
"17089",126868.899999968,"Glonass",21,22481003.9687988,20.48,120300435.383639,0.06,4719.617,8.192,28,1
"17090",126868.899999968,"Glonass",19,20888392.2603551,10.24,111738865.485724,0.024,-2439.74,4.096,38,0
"17091",126868.899999968,"GPS",14,22582507.1554567,1.28,118671879.459016,0.008,1450.011,0.512,46,0
"17092",126868.899999968,"Glonass",11,20886437.4041255,1.28,111610801.615881,0.008,3313.495,0.512,43,0
"17093",126868.899999968,"Glonass",9,21770085.7355299,20.48,116087653.629672,0.06,-3010.266,8.192,36,1
"17094",126868.899999968,"GPS",24,21363190.8592421,1.28,112264319.914616,0.008,-2291.329,0.512,47,1
"17095",126868.899999968,"GPS",25,21136709.6484633,2.56,111074150.747781,0.012,2448.336,0.512,45,0
"17096",126869.099999968,"GPS",12,19827433.981032,0.32,104193870.722868,0.004,107.1924,0.128,52,0
"17097",126869.099999968,"Glonass",20,19694343.6976879,2.56,105314526.825025,0.012,2040.858,1.024,36,0
"17098",126869.099999968,"Glonass",2,22642463.7434683,10.24,120824524.931562,0.028,1044.922,4.096,41,1
"17099",126869.099999968,"GPS",32,22209405.8342494,1.28,116711201.317852,0.008,481.314,0.512,48,0
"17100",126869.099999968,"Glonass",1,22784225.2687599,10.24,121794762.387083,0.06,-2498.554,4.096,36,0
"17101",126869.099999968,"Glonass",10,19092060.7387065,0.32,101771469.980886,0.004,-47.42529,0.128,46,0
"17102",126869.099999968,"Glonass",21,22480828.0487913,40.96,120299494.08666,0.06,4768.03,16.384,28,1
"17103",126869.099999968,"Glonass",19,20888484.9166487,5.12,111739356.384915,0.024,-2440.033,2.048,40,0
"17104",126869.099999968,"GPS",14,22582456.0175936,1.28,118671589.534699,0.008,1449.86,0.512,49,0
"17105",126869.099999968,"Glonass",11,20886314.3495526,1.28,111610138.983732,0.008,3313.287,0.512,45,0
"17106",126869.099999968,"GPS",6,22799923.8549932,20.48,119814408.022703,0.06,971.8577,8.192,28,1
"17107",126869.099999968,"Glonass",9,21770183.0946572,20.48,116088173.663462,0.06,-3016.21,8.192,43,1
"17108",126869.099999968,"GPS",24,21363278.4244347,1.28,112264778.072662,0.008,-2290.023,0.512,47,1
"17109",126869.099999968,"GPS",2,23355900.7882291,20.48,122736086.878562,0.06,2778.271,16.384,34,1
"17110",126869.099999968,"GPS",25,21136612.9393566,2.56,111073661.126545,0.012,2447.52,0.512,42,0
"17111",126869.299999968,"GPS",12,19827429.9238563,0.32,104193849.38085,0.004,106.7085,0.128,52,0
"17112",126869.299999968,"Glonass",20,19694266.72914,2.56,105314118.815318,0.012,2040.27,0.512,36,0
"17113",126869.299999968,"Glonass",2,22642402.6807939,10.24,120824316.33754,0.024,1041.852,4.096,43,1
"17114",126869.299999968,"GPS",32,22209384.2090671,1.28,116711104.852647,0.008,484.0163,0.512,44,0
"17115",126869.299999968,"Glonass",1,22784323.168844,10.24,121795286.055958,0.06,-2494.635,4.096,33,0
"17116",126869.299999968,"Glonass",10,19092062.6364177,0.32,101771479.505386,0.004,-47.8059,0.128,46,0
"17117",126869.299999968,"Glonass",21,22480649.6421276,20.48,120298539.234272,0.06,4780.847,8.192,28,1
"17118",126869.299999968,"Glonass",19,20888577.2152129,20.48,111739850.798857,0.06,-2435.498,8.192,38,0
"17119",126869.299999968,"GPS",14,22582403.6843906,1.28,118671299.733085,0.008,1449.823,0.512,50,0
"17120",126869.299999968,"Glonass",11,20886194.209166,1.28,111609476.530729,0.008,3312.347,0.512,48,0
"17121",126869.299999968,"GPS",6,22799892.6889043,20.48,119814244.055848,0.06,982.6325,8.192,32,1
"17122",126869.299999968,"Glonass",9,21770287.0761422,10.24,116088727.667758,0.028,-3012.828,4.096,41,0
"17123",126869.299999968,"GPS",24,21363365.4312204,1.28,112265236.170536,0.008,-2290.084,0.512,47,1
"17124",126869.299999968,"GPS",2,23355793.7224181,20.48,122735523.928993,0.06,2770.312,8.192,37,1
"17125",126869.299999968,"GPS",25,21136522.2680252,2.56,111073171.387583,0.012,2448.605,1.024,42,0
"17126",126869.499999968,"GPS",12,19827425.8972186,0.32,104193828.033041,0.004,106.4722,0.128,51,0
"17127",126869.499999968,"Glonass",20,19694190.554577,2.56,105313710.773691,0.012,2040.456,1.024,36,0
"17128",126869.499999968,"Glonass",2,22642345.7450959,10.24,120824107.729353,0.02,1042.768,4.096,45,1
"17129",126869.499999968,"GPS",32,22209364.7215364,2.56,116711008.686793,0.008,480.1758,0.512,48,0
"17130",126869.499999968,"Glonass",1,22784423.2327551,20.48,121795821.251777,0.06,-2487.647,8.192,30,1
"17131",126869.499999968,"Glonass",10,19092064.3596267,0.32,101771489.035935,0.004,-47.86865,0.128,46,0
"17132",126869.499999968,"Glonass",21,22480470.51128,20.48,120297581.482634,0.06,4785.321,8.192,27,1
"17133",126869.499999968,"Glonass",19,20888668.9204697,20.48,111740341.099013,0.06,-2446.582,8.192,36,0
"17134",126869.499999968,"GPS",14,22582345.4399264,2.56,118671009.950432,0.008,1450.374,0.512,41,0
"17135",126869.499999968,"Glonass",11,20886071.4425217,1.28,111608813.966294,0.008,3314.044,0.512,45,0
"17136",126869.499999968,"GPS",6,22799860.2576747,20.48,119814073.811224,0.06,976.3389,8.192,28,1
"17137",126869.499999968,"Glonass",9,21770390.7696985,10.24,116089330.72746,0.024,-3015.755,4.096,42,0
"17138",126869.499999968,"GPS",24,21363452.9615126,1.28,112265694.351923,0.008,-2292.015,0.256,45,1
"17139",126869.499999968,"GPS",2,23355675.1481886,20.48,122734901.167173,0.06,2774.463,8.192,42,1
"17140",126869.499999968,"GPS",25,21136427.8754349,2.56,111072681.826848,0.012,2446.654,1.024,42,0
"17141",126869.699999968,"GPS",12,19827421.8487681,0.32,104193806.779747,0.004,106.6731,0.128,51,0
"17142",126869.699999968,"Glonass",20,19694115.1390985,2.56,105313302.931785,0.012,2039.563,0.512,36,0
"17143",126869.699999968,"Glonass",2,22642303.9125615,5.12,120823899.257127,0.016,1042.64,2.048,45,1
"17144",126869.699999968,"GPS",32,22209345.0682287,1.28,116710912.41654,0.008,481.9243,0.512,47,0
"17145",126869.699999968,"Glonass",1,22784514.8594859,20.48,121796310.301042,0.06,-2520.996,8.192,33,1
"17146",126869.699999968,"Glonass",10,19092066.1351864,0.32,101771498.666757,0.004,-47.64746,0.128,46,0
"17147",126869.699999968,"Glonass",21,22480293.2214303,20.48,120296632.324819,0.06,4737.375,8.192,27,1
"17148",126869.699999968,"Glonass",19,20888762.8680794,20.48,111740843.491485,0.06,-2406.983,8.192,38,0
"17149",126869.699999968,"GPS",14,22582298.6340798,20.48,118670780.084865,0.06,1466.357,8.192,36,0
"17150",126869.699999968,"Glonass",11,20885944.8979052,2.56,111608151.523398,0.008,3312.762,0.512,42,0
"17151",126869.699999968,"GPS",6,22799829.9291962,10.24,119813914.346432,0.06,976.4897,4.096,28,1
"17152",126869.699999968,"Glonass",9,21770493.9833739,10.24,116089933.703322,0.02,-3013.859,4.096,41,0
"17153",126869.699999968,"GPS",24,21363540.1689757,1.28,112266152.532738,0.008,-2290.568,0.512,42,0
"17154",126869.699999968,"GPS",2,23355559.3092807,10.24,122734292.28499,0.024,2776.582,4.096,40,1
"17155",126869.699999968,"GPS",25,21136333.2821671,2.56,111072192.208571,0.012,2448.447,1.024,43,0
"17156",126869.899999968,"GPS",12,19827417.6519907,0.32,104193785.517692,0.004,106.3279,0.128,51,0
"17157",126869.899999968,"Glonass",20,19694037.9873233,2.56,105312895.025237,0.012,2039.302,0.512,35,0
"17158",126869.899999968,"Glonass",2,22642260.4397065,5.12,120823690.727516,0.012,1042.722,2.048,43,1
"17159",126869.899999968,"GPS",32,22209327.098867,2.56,116710816.259913,0.008,480.5862,0.512,49,0
"17160",126869.899999968,"Glonass",1,22784605.072749,20.48,121796793.410435,0.06,-2528.467,8.192,31,1
"17161",126869.899999968,"Glonass",10,19092067.9805469,0.32,101771508.279197,0.004,-48.18652,0.128,46,0
"17162",126869.899999968,"Glonass",21,22480116.7342906,20.48,120295687.549242,0.06,4747.757,8.192,27,1
"17163",126869.899999968,"Glonass",19,20888857.1036178,20.48,111741347.565024,0.06,-2397.754,8.192,40,0
"17164",126869.899999968,"GPS",14,22582239.700332,10.24,118670469.718442,0.028,1450.137,4.096,47,0
"17165",126869.899999968,"Glonass",11,20885819.3654013,2.56,111607488.911464,0.016,3313.232,1.024,39,0
"17166",126869.899999968,"Glonass",9,21770602.4495648,5.12,116090536.963833,0.02,-3014.979,2.048,42,0
"17167",126869.899999968,"GPS",24,21363627.1015979,5.12,112266617.274731,0.06,-2293.115,2.048,38,0
"17168",126869.899999968,"GPS",2,23355449.5125107,10.24,122733737.096993,0.024,2778.961,4.096,40,1
"17169",126869.899999968,"GPS",25,21136243.3044818,2.56,111071702.704117,0.008,2447.493,0.512,43,0
"17170",126870.099999968,"GPS",12,19827413.4203129,0.32,104193764.244285,0.004,106.4429,0.128,51,0
"17171",126870.099999968,"Glonass",20,19693960.3818425,2.56,105312487.221696,0.012,2039.937,1.024,36,0
"17172",126870.099999968,"Glonass",2,22642220.5703215,5.12,120823482.051035,0.012,1042.148,2.048,44,1
"17173",126870.099999968,"GPS",32,22209308.7107,2.56,116710720.001956,0.012,480.9987,0.512,49,0
"17174",126870.099999968,"Glonass",1,22784690.5482781,20.48,121797250.231965,0.06,-2497.168,8.192,37,1
"17175",126870.099999968,"Glonass",10,19092069.8259074,0.32,101771517.895395,0.004,-47.99512,0.128,47,0
"17176",126870.099999968,"Glonass",21,22479939.4269907,20.48,120294739.150095,0.06,4723.598,8.192,28,1
"17177",126870.099999968,"GPS",29,23678475.7281552,81.92,124431229.555422,0.06,4120.41,8.192,37,1
"17178",126870.099999968,"Glonass",19,20888948.9659265,20.48,111741839.541,0.06,-2410.889,8.192,32,0
"17179",126870.099999968,"GPS",14,22582181.1417638,10.24,118670179.914301,0.024,1450.754,4.096,46,0
"17180",126870.099999968,"Glonass",11,20885695.3336162,2.56,111606826.452137,0.016,3312.891,1.024,44,0
"17181",126870.099999968,"GPS",6,22799751.8700097,20.48,119813504.492319,0.06,984.259,16.384,33,1
"17182",126870.099999968,"Glonass",9,21770715.7232907,5.12,116091139.995451,0.016,-3015.71,2.048,43,0
"17183",126870.099999968,"GPS",24,21363714.2697981,5.12,112267075.67032,0.024,-2292.209,2.048,36,0
"17184",126870.099999968,"GPS",2,23355342.9396684,10.24,122733154.578009,0.06,2771.582,4.096,42,0
"17185",126870.099999968,"GPS",25,21136148.6675885,2.56,111071213.09612,0.008,2448.433,0.512,43,0
"17186",126870.299999968,"GPS",12,19827409.463476,0.32,104193742.944108,0.004,106.2942,0.128,51,0
"17187",126870.299999968,"Glonass",20,19693885.1408661,2.56,105312079.520261,0.012,2037.973,1.024,35,0
"17188",126870.299999968,"Glonass",2,22642179.3659949,5.12,120823273.386993,0.012,1043.011,1.024,44,1
"17189",126870.299999968,"GPS",32,22209290.1393058,2.56,116710623.813216,0.012,480.5129,0.512,48,0
"17190",126870.299999968,"Glonass",1,22784779.3131731,20.48,121797724.398644,0.06,-2480.469,8.192,37,1
"17191",126870.299999968,"Glonass",10,19092071.5840168,0.32,101771527.466998,0.004,-48.05029,0.128,47,0
"17192",126870.299999968,"Glonass",21,22479762.2418424,20.48,120293790.659355,0.06,4724.552,8.192,27,1
"17193",126870.299999968,"GPS",29,23678325.2941906,40.96,124430438.828238,0.06,4115.82,4.096,38,1
"17194",126870.299999968,"Glonass",19,20889043.0269627,20.48,111742342.123357,0.06,-2418.555,8.192,35,0
"17195",126870.299999968,"GPS",14,22582123.7043721,10.24,118669890.131143,0.02,1449.407,4.096,48,0
"17196",126870.299999968,"Glonass",11,20885571.8515129,2.56,111606163.872459,0.016,3312.927,1.024,44,0
"17197",126870.299999968,"Glonass",9,21770826.7895641,5.12,116091605.211378,0.06,-3018.359,2.048,34,0
"17198",126870.299999968,"GPS",24,21363801.9527797,10.24,112267536.55046,0.06,-2296.631,4.096,35,1
"17199",126870.299999968,"GPS",2,23355233.2257869,10.24,122732578.491343,0.06,2778.955,4.096,38,0
"17200",126870.299999968,"GPS",25,21136058.3539866,2.56,111070723.611122,0.008,2446.884,0.512,41,0
"17201",126870.599999968,"GPS",12,19827403.3558998,0.32,104193711.128394,0.004,106.2817,0.128,51,0
"17202",126870.599999968,"Glonass",20,19693769.5811617,2.56,105311468.024706,0.012,2038.513,1.024,35,0
"17203",126870.599999968,"Glonass",2,22642119.8040392,2.56,120822960.279656,0.008,1043.456,1.024,44,1
"17204",126870.599999968,"GPS",32,22209262.4632604,2.56,116710479.578433,0.012,480.3047,0.512,47,0
"17205",126870.599999968,"Glonass",1,22784922.9328277,20.48,121798491.792736,0.06,-2496.436,8.192,31,1
"17206",126870.599999968,"Glonass",10,19092074.2320874,0.32,101771541.947332,0.004,-48.05615,0.128,46,0
"17207",126870.599999968,"Glonass",21,22479495.3538497,20.48,120292363.239006,0.06,4794.871,8.192,27,1
"17208",126870.599999968,"GPS",29,23678095.1912569,20.48,124429229.423997,0.028,4116.938,4.096,39,1
"17209",126870.599999968,"Glonass",19,20889183.0518724,20.48,111743091.774739,0.06,-2425.44,8.192,37,0
"17210",126870.599999968,"GPS",14,22582039.3107566,5.12,118669455.432626,0.016,1449.451,2.048,46,0
"17211",126870.599999968,"Glonass",11,20885386.211734,2.56,111605170.036216,0.016,3312.86,1.024,45,0
"17212",126870.599999968,"GPS",6,22799647.945238,10.24,119812958.234531,0.06,947.6145,4.096,38,1
"17213",126870.599999968,"Glonass",9,21771004.5505696,20.48,116092553.673283,0.06,-3016.845,8.192,30,1
"17214",126870.599999968,"GPS",24,21363932.8599506,10.24,112268224.316444,0.028,-2292.354,4.096,41,1
"17215",126870.599999968,"GPS",2,23355074.2848412,10.24,122731743.070972,0.06,2771.582,4.096,41,1
"17216",126870.599999968,"GPS",25,21135916.339752,2.56,111069989.354951,0.008,2448.126,0.512,43,0
"17217",126870.799999968,"GPS",12,19827399.3947004,0.32,104193689.916006,0.004,105.8279,0.128,51,0
"17218",126870.799999968,"Glonass",20,19693693.4676745,2.56,105311060.467187,0.016,2036.995,1.024,35,0
"17219",126870.799999968,"Glonass",2,22642082.9797172,2.56,120822751.561778,0.008,1042.74,1.024,45,1
"17220",126870.799999968,"GPS",32,22209244.5375243,2.56,116710383.449642,0.012,480.6135,1.024,46,0
"17221",126870.799999968,"Glonass",1,22785018.1892038,20.48,121799001.159644,0.06,-2498.438,8.192,31,1
"17222",126870.799999968,"Glonass",10,19092075.920396,0.32,101771551.602111,0.004,-48.37866,0.128,47,0
"17223",126870.799999968,"Glonass",21,22479316.2142769,20.48,120291404.30112,0.06,4799.514,8.192,26,1
"17224",126870.799999968,"GPS",29,23677927.8742067,20.48,124428406.139956,0.028,4116.786,4.096,42,1
"17225",126870.799999968,"Glonass",19,20889272.6020273,10.24,111743570.696446,0.06,-2433.106,4.096,38,0
"17226",126870.799999968,"GPS",14,22581983.4395219,5.12,118669165.622058,0.016,1448.918,2.048,47,0
"17227",126870.799999968,"Glonass",11,20885263.2095117,2.56,111604507.402225,0.016,3313.971,1.024,43,0
